"Accession" "Description" "z_score_TPP" "p_value_TPP" "Sig_Check_TPP"
"Q07549" "protein SNA4 [OS=Saccharomyces cerevisiae S288C]" -1.16006482080694 0.50054302033965 "Not Significant"
"P38772" "Box C/D snoRNA protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.131270633134195 0.895115205659549 "Not Significant"
"P50086" "probable 26S proteasome regulatory subunit p28 [OS=Saccharomyces cerevisiae S288C]" 0.165115337417866 0.796304800721267 "Not Significant"
"P05744" "60S ribosomal protein L33-A [OS=Saccharomyces cerevisiae S288C]" 2.31465528747743 0.11938730654493 "Significant"
"Q08438" "Phosphopantothenoylcysteine decarboxylase subunit VHS3 [OS=Saccharomyces cerevisiae S288C]" 3.09409424078413 0.0779746860207684 "Significant"
"P27882" "Mitochondrial FAD-linked sulfhydryl oxidase erv1 [OS=Saccharomyces cerevisiae S288C]" 0.133849120373331 0.632746243968384 "Not Significant"
"Q12753" "Transcriptional activator HAA1 [OS=Saccharomyces cerevisiae S288C]" -2.01786034290863 0.0333738986238325 "Significant"
"Q07825" "Putative Xaa-Pro aminopeptidase FRA1 [OS=Saccharomyces cerevisiae S288C]" -0.192314843557171 0.752061645161237 "Not Significant"
"P46949" "Protein FYV8 [OS=Saccharomyces cerevisiae S288C]" -2.4093716622574 0.0806380785665215 "Significant"
"Q12354" "Acyl-protein thioesterase 1 [OS=Saccharomyces cerevisiae S288C]" -0.959583522881717 0.231912191417521 "Not Significant"
"P38636" "Metal homeostasis factor ATX1 [OS=Saccharomyces cerevisiae S288C]" 0.0828741082510123 0.882587033005717 "Not Significant"
"P53281" "LAS seventeen-binding protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.166980167969453 0.896604501934836 "Not Significant"
"P39713" "Probable diacetyl reductase [(R)-acetoin forming] 2 [OS=Saccharomyces cerevisiae S288C]" -2.05967813830506 0.034208275552059 "Significant"
"Q07540" "Frataxin homolog, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.0460799948409669 0.944483132707456 "Not Significant"
"Q06053" "tRNA-dihydrouridine(47) synthase [NAD(P)(+)] [OS=Saccharomyces cerevisiae S288C]" 0.272693434455172 0.766872202907956 "Not Significant"
"P40038" "PHO85 cyclin-6 [OS=Saccharomyces cerevisiae S288C]" 0.35068863895827 0.902871775479944 "Not Significant"
"Q06406" "U6 snRNA-associated Sm-like protein LSm6 [OS=Saccharomyces cerevisiae S288C]" 0.599667690327658 0.423374409498773 "Not Significant"
"Q3E7A4" "COX assembly mitochondrial protein 2 [OS=Saccharomyces cerevisiae S288C]" -2.0885349310876 0.141406260795644 "Significant"
"P06773" "deoxycytidylate deaminase [OS=Saccharomyces cerevisiae S288C]" 0.490101046172633 0.444825002330365 "Not Significant"
"P47039" "Probable kynurenine--oxoglutarate transaminase BNA3 [OS=Saccharomyces cerevisiae S288C]" 0.481453033632671 0.42580629072888 "Not Significant"
"P36104" "COMPASS component SWD2 [OS=Saccharomyces cerevisiae S288C]" 0.868135292707907 0.199623454491671 "Not Significant"
"P36141" "Putative redox protein fmp46, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.683050155603504 0.449240709233511 "Not Significant"
"O13563" "26S proteasome regulatory subunit RPN13 [OS=Saccharomyces cerevisiae S288C]" -1.07884222843076 0.510034655892163 "Not Significant"
"Q12277" "Exosome complex component RRP42 [OS=Saccharomyces cerevisiae S288C]" 0.349878878476103 0.761434893124281 "Not Significant"
"P22470" "Protein SAN1 [OS=Saccharomyces cerevisiae S288C]" -0.257787040382698 0.808017681733752 "Not Significant"
"P42826" "xylulose kinase [OS=Saccharomyces cerevisiae S288C]" -0.0984909662507299 0.950602011771891 "Not Significant"
"P39078" "T-complex protein 1 subunit delta [OS=Saccharomyces cerevisiae S288C]" 0.801441733324919 0.415665142217302 "Not Significant"
"Q02784" "Monothiol glutaredoxin-5, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.540671440024225 0.473976624265729 "Not Significant"
"P40506" "Phosphopantothenate--cysteine ligase CAB2 [OS=Saccharomyces cerevisiae S288C]" -0.996774439290739 0.466644257007724 "Not Significant"
"P23615" "transcription elongation factor spt6 [OS=Saccharomyces cerevisiae S288C]" 0.585198861491516 0.579534133340962 "Not Significant"
"P38634" "Protein SIC1 [OS=Saccharomyces cerevisiae S288C]" 0.855721808635756 0.498735228186 "Not Significant"
"P48363" "Prefoldin subunit 3 [OS=Saccharomyces cerevisiae S288C]" -0.462667933956073 0.548939137155923 "Not Significant"
"P25659" "Silencing boundary-establishment protein FUB1 [OS=Saccharomyces cerevisiae S288C]" -0.75960673014777 0.307874607274667 "Not Significant"
"Q08230" "Succinate dehydrogenase assembly factor 2, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.481400938673268 0.578548662581796 "Not Significant"
"Q3E795" "Uncharacterized protein YLR361C-A [OS=Saccharomyces cerevisiae S288C]" -0.175496974178721 0.879769454903508 "Not Significant"
"P53008" "Mannosyl-oligosaccharide glucosidase [OS=Saccharomyces cerevisiae S288C]" -0.732763430664428 0.378820578974911 "Not Significant"
"P07273" "transcription elongation factor S-II [OS=Saccharomyces cerevisiae S288C]" 1.0458846458242 0.01515621535548 "Not Significant"
"P25369" "LAS seventeen-binding protein 5 [OS=Saccharomyces cerevisiae S288C]" -5.37116449808194 0.0267890021205487 "Significant"
"P38337" "COMPASS component SHG1 [OS=Saccharomyces cerevisiae S288C]" 0.763873676705326 0.70171240289785 "Not Significant"
"P49095" "Glycine dehydrogenase (Decarboxylating), mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.124647721083526 0.90422680317457 "Not Significant"
"P36036" "RNA annealing protein YRA2 [OS=Saccharomyces cerevisiae S288C]" 0.544677381943939 0.800028707238361 "Not Significant"
"P53177" "tRNA wybutosine-synthesizing protein 3 [OS=Saccharomyces cerevisiae S288C]" 0.34770188295177 0.739047014059728 "Not Significant"
"P20486" "Cyclin-dependent kinases regulatory subunit [OS=Saccharomyces cerevisiae S288C]" -2.03361512283256 0.0550227391374793 "Significant"
"P54007" "Uncharacterized protein YLR460C [OS=Saccharomyces cerevisiae S288C]" -0.309674157104197 0.828161956961782 "Not Significant"
"P36159" "ribonuclease Z [OS=Saccharomyces cerevisiae S288C]" 1.87833258030397 0.168938657212581 "Not Significant"
"P36060" "NADH-cytochrome b5 reductase 2 [OS=Saccharomyces cerevisiae S288C]" 0.670439431912352 0.0235892827329859 "Not Significant"
"P53315" "6-phosphogluconolactonase 4 [OS=Saccharomyces cerevisiae S288C]" -0.147435907190438 0.893348280162093 "Not Significant"
"P22139" "DNA-directed RNA polymerases I, II, and III subunit RPABC5 [OS=Saccharomyces cerevisiae S288C]" -0.550522525169896 0.156200694893679 "Not Significant"
"P36145" "transcription initiation factor iie subunit beta [OS=Saccharomyces cerevisiae S288C]" -2.3497321465337 0.0674718165446634 "Significant"
"Q06580" "myosin light chain 2 [OS=Saccharomyces cerevisiae S288C]" -0.625641983638593 0.249723173941934 "Not Significant"
"P40070" "U6 snRNA-associated Sm-like protein LSm4 [OS=Saccharomyces cerevisiae S288C]" -1.07682518142927 0.000936150488833353 "Not Significant"
"P38809" "Uncharacterized protein YHR097C [OS=Saccharomyces cerevisiae S288C]" -3.61063851642405 0.0767646293964236 "Significant"
"P36135" "Probable secreted beta-glucosidase UTH1 [OS=Saccharomyces cerevisiae S288C]" -0.71289835000809 0.121757034741976 "Not Significant"
"P07264" "3-isopropylmalate dehydratase [OS=Saccharomyces cerevisiae S288C]" -0.140254463364498 0.75796441125187 "Not Significant"
"P39013" "actin cytoskeleton-regulatory complex protein END3 [OS=Saccharomyces cerevisiae S288C]" 0.43647132851953 0.641486844173658 "Not Significant"
"P39936" "eukaryotic initiation factor 4F subunit p130 [OS=Saccharomyces cerevisiae S288C]" 0.0628937506226576 0.86251900907129 "Not Significant"
"P39931" "protein SSP120 [OS=Saccharomyces cerevisiae S288C]" -6.45880679220043 0.0440069838241926 "Significant"
"Q03219" "Uncharacterized protein YMR178W [OS=Saccharomyces cerevisiae S288C]" -1.28192543596817 0.189395647078995 "Not Significant"
"Q07418" "peroxisomal membrane protein import receptor PEX19 [OS=Saccharomyces cerevisiae S288C]" -1.03280442051333 0.0941533965609901 "Not Significant"
"Q12159" "RNA annealing protein YRA1 [OS=Saccharomyces cerevisiae S288C]" -0.606583048303643 0.152504770476407 "Not Significant"
"Q04739" "SNF1 protein kinase subunit beta-3 [OS=Saccharomyces cerevisiae S288C]" -0.160798227517595 0.789055748389656 "Not Significant"
"Q12355" "cell wall mannoprotein PST1 [OS=Saccharomyces cerevisiae S288C]" -0.496059477719302 0.12851794289023 "Not Significant"
"P32496" "26S proteasome regulatory subunit rpn12 [OS=Saccharomyces cerevisiae S288C]" 0.507610473983982 0.438106462725998 "Not Significant"
"Q08179" "Mitochondrial distribution and morphology protein 38 [OS=Saccharomyces cerevisiae S288C]" -1.03653181294645 0.557515093459197 "Not Significant"
"Q03102" "Uncharacterized membrane protein YML131W [OS=Saccharomyces cerevisiae S288C]" 3.26486227297704 0.104436349500199 "Significant"
"P05318" "60s acidic ribosomal protein p1-alpha [OS=Saccharomyces cerevisiae S288C]" -0.509728891330035 0.763907025350142 "Not Significant"
"P41696" "Asparagine-rich zinc finger protein AZF1 [OS=Saccharomyces cerevisiae S288C]" 1.21809867006337 0.212426069201926 "Not Significant"
"P29703" "protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [OS=Saccharomyces cerevisiae S288C]" 0.307271631057599 0.812901168844866 "Not Significant"
"P39979" "D-amino-acid N-acetyltransferase HPA3 [OS=Saccharomyces cerevisiae S288C]" 0.986968186491522 0.0154821993099409 "Not Significant"
"Q12427" "Protein STB3 [OS=Saccharomyces cerevisiae S288C]" -0.782214937099334 0.680142731672044 "Not Significant"
"P25605" "Acetolactate synthase small subunit, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.116639038629066 0.891873712508694 "Not Significant"
"P40089" "U6 snRNA-associated Sm-like protein LSm5 [OS=Saccharomyces cerevisiae S288C]" -0.893580637499333 0.670053246268089 "Not Significant"
"P39079" "T-complex protein 1 subunit zeta [OS=Saccharomyces cerevisiae S288C]" 0.232442178998768 0.660446757425516 "Not Significant"
"P25386" "Intracellular protein transport protein USO1 [OS=Saccharomyces cerevisiae S288C]" -1.70388967483196 0.214509491909349 "Not Significant"
"Q08926" "ULP1-interacting protein 4 [OS=Saccharomyces cerevisiae S288C]" 0.371961965463006 0.704324395663266 "Not Significant"
"P38149" "Probable di- and tripeptidase DUG2 [OS=Saccharomyces cerevisiae S288C]" -1.03126978232989 0.715860814541936 "Not Significant"
"Q08686" "Thiosulfate sulfurtransferase TUM1 [OS=Saccharomyces cerevisiae S288C]" -0.0552179279228404 0.981917217317194 "Not Significant"
"P39927" "Protein PTI1 [OS=Saccharomyces cerevisiae S288C]" -0.640050727346111 0.155275196428648 "Not Significant"
"Q08966" "PHO85 cyclin-8 [OS=Saccharomyces cerevisiae S288C]" 1.68628256807483 0.847555002149504 "Not Significant"
"P32523" "Pre-mRNA-processing factor 19 [OS=Saccharomyces cerevisiae S288C]" -0.709330831786407 0.573381329752444 "Not Significant"
"P00937" "Multifunctional tryptophan biosynthesis protein [OS=Saccharomyces cerevisiae S288C]" -0.478896575189475 0.83216936135689 "Not Significant"
"Q3E731" "Cytochrome c oxidase assembly protein COX19 [OS=Saccharomyces cerevisiae S288C]" -1.07854575726853 0.379174101125115 "Not Significant"
"P32623" "Probable glycosidase CRH2 [OS=Saccharomyces cerevisiae S288C]" 3.233842178777 0.0205201404407603 "Significant"
"P36775" "Lon protease homolog, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 3.62226808069265 0.214587951782903 "Significant"
"Q12012" "Uncharacterized protein YOR289W [OS=Saccharomyces cerevisiae S288C]" 1.21662999835109 0.464748404419231 "Not Significant"
"P10356" "uncharacterized protein YER152C [OS=Saccharomyces cerevisiae S288C]" 1.11065547835925 0.121859158550016 "Not Significant"
"P53332" "phosphopantetheine adenylyltransferase [OS=Saccharomyces cerevisiae S288C]" -0.977559538928302 0.252907578984333 "Not Significant"
"Q12040" "Broad-specificity phosphatase YOR283W [OS=Saccharomyces cerevisiae S288C]" 1.26882297612961 0.247682060415358 "Not Significant"
"Q01448" "Histone promoter control protein 2 [OS=Saccharomyces cerevisiae S288C]" 0.0661280130527315 0.907500937481202 "Not Significant"
"P17890" "DNA-directed RNA polymerase III subunit RPC7 [OS=Saccharomyces cerevisiae S288C]" 0.17822195732605 0.877284890099127 "Not Significant"
"P38239" "Uncharacterized RING finger protein YBR062C [OS=Saccharomyces cerevisiae S288C]" 1.09780942981777 0.725839145549867 "Not Significant"
"Q07362" "Protein PBP4 [OS=Saccharomyces cerevisiae S288C]" 2.36837794302784 0.162315376705689 "Significant"
"Q06315" "Protein SKG3 [OS=Saccharomyces cerevisiae S288C]" -0.0335922133942494 0.977986891450217 "Not Significant"
"P06774" "Transcriptional activator HAP2 [OS=Saccharomyces cerevisiae S288C]" -0.193041051818599 0.88949627205233 "Not Significant"
